,sales,date,region
23100,1644.0,2019-01-07,north
23101,1647.0,2019-01-07,south
23102,1692.0,2019-01-07,east
23103,1623.0,2019-01-07,west
23128,1722.0,2019-01-08,north
23129,1551.0,2019-01-08,south
23130,1731.0,2019-01-08,east
23131,1701.0,2019-01-08,west
23156,1500.0,2019-01-09,north
23157,1764.0,2019-01-09,south
23158,1764.0,2019-01-09,east
23159,1635.0,2019-01-09,west
23184,1767.0,2019-01-10,north
23185,1551.0,2019-01-10,south
23186,1512.0,2019-01-10,east
23187,1686.0,2019-01-10,west
23212,1662.0,2019-01-11,north
23213,1512.0,2019-01-11,south
23214,1608.0,2019-01-11,east
23215,1611.0,2019-01-11,west
23240,1566.0,2019-01-12,north
23241,1773.0,2019-01-12,south
23242,1707.0,2019-01-12,east
23243,1752.0,2019-01-12,west
23268,1551.0,2019-01-13,north
23269,1503.0,2019-01-13,south
23270,1536.0,2019-01-13,east
23271,1728.0,2019-01-13,west
23296,1692.0,2019-01-14,north
23297,1521.0,2019-01-14,south
23298,1698.0,2019-01-14,east
23299,1791.0,2019-01-14,west
23324,1605.0,2019-01-15,north
23325,1761.0,2019-01-15,south
23326,1617.0,2019-01-15,east
23327,1503.0,2019-01-15,west
23352,1548.0,2019-01-16,north
23353,1734.0,2019-01-16,south
23354,1506.0,2019-01-16,east
23355,1533.0,2019-01-16,west
23380,1590.0,2019-01-17,north
23381,1707.0,2019-01-17,south
23382,1509.0,2019-01-17,east
23383,1653.0,2019-01-17,west
23408,1572.0,2019-01-18,north
23409,1563.0,2019-01-18,south
23410,1635.0,2019-01-18,east
23411,1734.0,2019-01-18,west
23436,1587.0,2019-01-19,north
23437,1506.0,2019-01-19,south
23438,1689.0,2019-01-19,east
23439,1701.0,2019-01-19,west
23464,1707.0,2019-01-20,north
23465,1557.0,2019-01-20,south
23466,1722.0,2019-01-20,east
23467,1629.0,2019-01-20,west
23492,1611.0,2019-01-21,north
23493,1515.0,2019-01-21,south
23494,1614.0,2019-01-21,east
23495,1593.0,2019-01-21,west
23520,1719.0,2019-01-22,north
23521,1506.0,2019-01-22,south
23522,1794.0,2019-01-22,east
23523,1731.0,2019-01-22,west
23548,1662.0,2019-01-23,north
23549,1728.0,2019-01-23,south
23550,1563.0,2019-01-23,east
23551,1662.0,2019-01-23,west
23576,1647.0,2019-01-24,north
23577,1638.0,2019-01-24,south
23578,1557.0,2019-01-24,east
23579,1518.0,2019-01-24,west
23604,1560.0,2019-01-25,north
23605,1656.0,2019-01-25,south
23606,1707.0,2019-01-25,east
23607,1767.0,2019-01-25,west
23632,1671.0,2019-01-26,north
23633,1686.0,2019-01-26,south
23634,1653.0,2019-01-26,east
23635,1647.0,2019-01-26,west
23660,1524.0,2019-01-27,north
23661,1503.0,2019-01-27,south
23662,1533.0,2019-01-27,east
23663,1785.0,2019-01-27,west
23688,1731.0,2019-01-28,north
23689,1782.0,2019-01-28,south
23690,1560.0,2019-01-28,east
23691,1782.0,2019-01-28,west
23716,1500.0,2019-01-29,north
23717,1728.0,2019-01-29,south
23718,1605.0,2019-01-29,east
23719,1614.0,2019-01-29,west
23744,1782.0,2019-01-30,north
23745,1638.0,2019-01-30,south
23746,1797.0,2019-01-30,east
23747,1641.0,2019-01-30,west
23772,1650.0,2019-01-31,north
23773,1536.0,2019-01-31,south
23774,1599.0,2019-01-31,east
23775,1740.0,2019-01-31,west
23800,1749.0,2019-02-01,north
23801,1581.0,2019-02-01,south
23802,1662.0,2019-02-01,east
23803,1509.0,2019-02-01,west
23828,1596.0,2019-02-02,north
23829,1638.0,2019-02-02,south
23830,1746.0,2019-02-02,east
23831,1611.0,2019-02-02,west
23856,1602.0,2019-02-03,north
23857,1722.0,2019-02-03,south
23858,1734.0,2019-02-03,east
23859,1749.0,2019-02-03,west
23884,1548.0,2019-02-04,north
23885,1647.0,2019-02-04,south
23886,1560.0,2019-02-04,east
23887,1542.0,2019-02-04,west
23912,1617.0,2019-02-05,north
23913,1659.0,2019-02-05,south
23914,1674.0,2019-02-05,east
23915,1524.0,2019-02-05,west
23940,1551.0,2019-02-06,north
23941,1722.0,2019-02-06,south
23942,1563.0,2019-02-06,east
23943,1692.0,2019-02-06,west
23968,1734.0,2019-02-07,north
23969,1584.0,2019-02-07,south
23970,1662.0,2019-02-07,east
23971,1545.0,2019-02-07,west
23996,1662.0,2019-02-08,north
23997,1614.0,2019-02-08,south
23998,1719.0,2019-02-08,east
23999,1788.0,2019-02-08,west
24024,1779.0,2019-02-09,north
24025,1665.0,2019-02-09,south
24026,1605.0,2019-02-09,east
24027,1641.0,2019-02-09,west
24052,1725.0,2019-02-10,north
24053,1611.0,2019-02-10,south
24054,1560.0,2019-02-10,east
24055,1575.0,2019-02-10,west
24080,1563.0,2019-02-11,north
24081,1773.0,2019-02-11,south
24082,1536.0,2019-02-11,east
24083,1551.0,2019-02-11,west
24108,1572.0,2019-02-12,north
24109,1608.0,2019-02-12,south
24110,1752.0,2019-02-12,east
24111,1734.0,2019-02-12,west
24136,1686.0,2019-02-13,north
24137,1782.0,2019-02-13,south
24138,1500.0,2019-02-13,east
24139,1731.0,2019-02-13,west
24164,1725.0,2019-02-14,north
24165,1578.0,2019-02-14,south
24166,1560.0,2019-02-14,east
24167,1644.0,2019-02-14,west
24192,1566.0,2019-02-15,north
24193,1584.0,2019-02-15,south
24194,1695.0,2019-02-15,east
24195,1734.0,2019-02-15,west
24220,1794.0,2019-02-16,north
24221,1731.0,2019-02-16,south
24222,1674.0,2019-02-16,east
24223,1599.0,2019-02-16,west
24248,1512.0,2019-02-17,north
24249,1653.0,2019-02-17,south
24250,1722.0,2019-02-17,east
24251,1641.0,2019-02-17,west
24276,1695.0,2019-02-18,north
24277,1749.0,2019-02-18,south
24278,1728.0,2019-02-18,east
24279,1764.0,2019-02-18,west
24304,1716.0,2019-02-19,north
24305,1599.0,2019-02-19,south
24306,1596.0,2019-02-19,east
24307,1644.0,2019-02-19,west
24332,1740.0,2019-02-20,north
24333,1641.0,2019-02-20,south
24334,1566.0,2019-02-20,east
24335,1656.0,2019-02-20,west
24360,1599.0,2019-02-21,north
24361,1725.0,2019-02-21,south
24362,1731.0,2019-02-21,east
24363,1719.0,2019-02-21,west
24388,1770.0,2019-02-22,north
24389,1794.0,2019-02-22,south
24390,1725.0,2019-02-22,east
24391,1713.0,2019-02-22,west
24416,1599.0,2019-02-23,north
24417,1743.0,2019-02-23,south
24418,1518.0,2019-02-23,east
24419,1614.0,2019-02-23,west
24444,1692.0,2019-02-24,north
24445,1755.0,2019-02-24,south
24446,1653.0,2019-02-24,east
24447,1524.0,2019-02-24,west
24472,1635.0,2019-02-25,north
24473,1734.0,2019-02-25,south
24474,1713.0,2019-02-25,east
24475,1578.0,2019-02-25,west
24500,1566.0,2019-02-26,north
24501,1653.0,2019-02-26,south
24502,1506.0,2019-02-26,east
24503,1656.0,2019-02-26,west
24528,1593.0,2019-02-27,north
24529,1545.0,2019-02-27,south
24530,1734.0,2019-02-27,east
24531,1635.0,2019-02-27,west
24556,1710.0,2019-02-28,north
24557,1569.0,2019-02-28,south
24558,1731.0,2019-02-28,east
24559,1599.0,2019-02-28,west
24584,1593.0,2019-03-01,north
24585,1707.0,2019-03-01,south
24586,1638.0,2019-03-01,east
24587,1539.0,2019-03-01,west
24612,1782.0,2019-03-02,north
24613,1794.0,2019-03-02,south
24614,1608.0,2019-03-02,east
24615,1689.0,2019-03-02,west
24640,1698.0,2019-03-03,north
24641,1518.0,2019-03-03,south
24642,1593.0,2019-03-03,east
24643,1611.0,2019-03-03,west
24668,1587.0,2019-03-04,north
24669,1686.0,2019-03-04,south
24670,1518.0,2019-03-04,east
24671,1632.0,2019-03-04,west
24696,1566.0,2019-03-05,north
24697,1569.0,2019-03-05,south
24698,1743.0,2019-03-05,east
24699,1557.0,2019-03-05,west
24724,1746.0,2019-03-06,north
24725,1662.0,2019-03-06,south
24726,1674.0,2019-03-06,east
24727,1608.0,2019-03-06,west
24752,1551.0,2019-03-07,north
24753,1581.0,2019-03-07,south
24754,1560.0,2019-03-07,east
24755,1674.0,2019-03-07,west
24780,1521.0,2019-03-08,north
24781,1782.0,2019-03-08,south
24782,1617.0,2019-03-08,east
24783,1797.0,2019-03-08,west
24808,1533.0,2019-03-09,north
24809,1749.0,2019-03-09,south
24810,1656.0,2019-03-09,east
24811,1644.0,2019-03-09,west
24836,1545.0,2019-03-10,north
24837,1776.0,2019-03-10,south
24838,1650.0,2019-03-10,east
24839,1737.0,2019-03-10,west
24864,1659.0,2019-03-11,north
24865,1722.0,2019-03-11,south
24866,1689.0,2019-03-11,east
24867,1692.0,2019-03-11,west
24892,1518.0,2019-03-12,north
24893,1581.0,2019-03-12,south
24894,1626.0,2019-03-12,east
24895,1668.0,2019-03-12,west
24920,1524.0,2019-03-13,north
24921,1797.0,2019-03-13,south
24922,1542.0,2019-03-13,east
24923,1653.0,2019-03-13,west
24948,1677.0,2019-03-14,north
24949,1524.0,2019-03-14,south
24950,1692.0,2019-03-14,east
24951,1704.0,2019-03-14,west
24976,1647.0,2019-03-15,north
24977,1671.0,2019-03-15,south
24978,1563.0,2019-03-15,east
24979,1650.0,2019-03-15,west
25004,1563.0,2019-03-16,north
25005,1680.0,2019-03-16,south
25006,1728.0,2019-03-16,east
25007,1680.0,2019-03-16,west
25032,1683.0,2019-03-17,north
25033,1638.0,2019-03-17,south
25034,1545.0,2019-03-17,east
25035,1671.0,2019-03-17,west
25060,1701.0,2019-03-18,north
25061,1515.0,2019-03-18,south
25062,1764.0,2019-03-18,east
25063,1668.0,2019-03-18,west
25088,1677.0,2019-03-19,north
25089,1752.0,2019-03-19,south
25090,1635.0,2019-03-19,east
25091,1605.0,2019-03-19,west
25116,1635.0,2019-03-20,north
25117,1596.0,2019-03-20,south
25118,1608.0,2019-03-20,east
25119,1779.0,2019-03-20,west
25144,1776.0,2019-03-21,north
25145,1635.0,2019-03-21,south
25146,1791.0,2019-03-21,east
25147,1779.0,2019-03-21,west
25172,1746.0,2019-03-22,north
25173,1545.0,2019-03-22,south
25174,1767.0,2019-03-22,east
25175,1731.0,2019-03-22,west
25200,1734.0,2019-03-23,north
25201,1509.0,2019-03-23,south
25202,1686.0,2019-03-23,east
25203,1797.0,2019-03-23,west
25228,1566.0,2019-03-24,north
25229,1557.0,2019-03-24,south
25230,1797.0,2019-03-24,east
25231,1755.0,2019-03-24,west
25256,1650.0,2019-03-25,north
25257,1500.0,2019-03-25,south
25258,1554.0,2019-03-25,east
25259,1734.0,2019-03-25,west
25284,1701.0,2019-03-26,north
25285,1782.0,2019-03-26,south
25286,1797.0,2019-03-26,east
25287,1557.0,2019-03-26,west
25312,1668.0,2019-03-27,north
25313,1575.0,2019-03-27,south
25314,1608.0,2019-03-27,east
25315,1527.0,2019-03-27,west
25340,1518.0,2019-03-28,north
25341,1509.0,2019-03-28,south
25342,1767.0,2019-03-28,east
25343,1557.0,2019-03-28,west
25368,1605.0,2019-03-29,north
25369,1686.0,2019-03-29,south
25370,1656.0,2019-03-29,east
25371,1653.0,2019-03-29,west
25396,1722.0,2019-03-30,north
25397,1593.0,2019-03-30,south
25398,1557.0,2019-03-30,east
25399,1710.0,2019-03-30,west
25424,1785.0,2019-03-31,north
25425,1710.0,2019-03-31,south
25426,1653.0,2019-03-31,east
25427,1572.0,2019-03-31,west
25452,1512.0,2019-04-01,north
25453,1794.0,2019-04-01,south
25454,1569.0,2019-04-01,east
25455,1608.0,2019-04-01,west
25480,1623.0,2019-04-02,north
25481,1791.0,2019-04-02,south
25482,1785.0,2019-04-02,east
25483,1629.0,2019-04-02,west
25508,1539.0,2019-04-03,north
25509,1626.0,2019-04-03,south
25510,1695.0,2019-04-03,east
25511,1518.0,2019-04-03,west
25536,1530.0,2019-04-04,north
25537,1683.0,2019-04-04,south
25538,1662.0,2019-04-04,east
25539,1632.0,2019-04-04,west
25564,1614.0,2019-04-05,north
25565,1605.0,2019-04-05,south
25566,1662.0,2019-04-05,east
25567,1713.0,2019-04-05,west
25592,1749.0,2019-04-06,north
25593,1713.0,2019-04-06,south
25594,1716.0,2019-04-06,east
25595,1557.0,2019-04-06,west
25620,1605.0,2019-04-07,north
25621,1635.0,2019-04-07,south
25622,1518.0,2019-04-07,east
25623,1632.0,2019-04-07,west
25648,1713.0,2019-04-08,north
25649,1779.0,2019-04-08,south
25650,1743.0,2019-04-08,east
25651,1575.0,2019-04-08,west
25676,1728.0,2019-04-09,north
25677,1719.0,2019-04-09,south
25678,1755.0,2019-04-09,east
25679,1617.0,2019-04-09,west
25704,1542.0,2019-04-10,north
25705,1626.0,2019-04-10,south
25706,1509.0,2019-04-10,east
25707,1638.0,2019-04-10,west
25732,1581.0,2019-04-11,north
25733,1680.0,2019-04-11,south
25734,1569.0,2019-04-11,east
25735,1635.0,2019-04-11,west
25760,1539.0,2019-04-12,north
25761,1587.0,2019-04-12,south
25762,1593.0,2019-04-12,east
25763,1581.0,2019-04-12,west
25788,1515.0,2019-04-13,north
25789,1611.0,2019-04-13,south
25790,1644.0,2019-04-13,east
25791,1794.0,2019-04-13,west
25816,1500.0,2019-04-14,north
25817,1737.0,2019-04-14,south
25818,1722.0,2019-04-14,east
25819,1764.0,2019-04-14,west
25844,1530.0,2019-04-15,north
25845,1602.0,2019-04-15,south
25846,1524.0,2019-04-15,east
25847,1770.0,2019-04-15,west
25872,1596.0,2019-04-16,north
25873,1668.0,2019-04-16,south
25874,1584.0,2019-04-16,east
25875,1713.0,2019-04-16,west
25900,1569.0,2019-04-17,north
25901,1686.0,2019-04-17,south
25902,1647.0,2019-04-17,east
25903,1509.0,2019-04-17,west
25928,1590.0,2019-04-18,north
25929,1650.0,2019-04-18,south
25930,1557.0,2019-04-18,east
25931,1575.0,2019-04-18,west
25956,1773.0,2019-04-19,north
25957,1629.0,2019-04-19,south
25958,1524.0,2019-04-19,east
25959,1512.0,2019-04-19,west
25984,1521.0,2019-04-20,north
25985,1653.0,2019-04-20,south
25986,1584.0,2019-04-20,east
25987,1713.0,2019-04-20,west
26012,1683.0,2019-04-21,north
26013,1749.0,2019-04-21,south
26014,1545.0,2019-04-21,east
26015,1629.0,2019-04-21,west
26040,1533.0,2019-04-22,north
26041,1587.0,2019-04-22,south
26042,1671.0,2019-04-22,east
26043,1650.0,2019-04-22,west
26068,1668.0,2019-04-23,north
26069,1674.0,2019-04-23,south
26070,1728.0,2019-04-23,east
26071,1518.0,2019-04-23,west
26096,1554.0,2019-04-24,north
26097,1719.0,2019-04-24,south
26098,1746.0,2019-04-24,east
26099,1665.0,2019-04-24,west
26124,1503.0,2019-04-25,north
26125,1692.0,2019-04-25,south
26126,1725.0,2019-04-25,east
26127,1764.0,2019-04-25,west
26152,1710.0,2019-04-26,north
26153,1635.0,2019-04-26,south
26154,1764.0,2019-04-26,east
26155,1758.0,2019-04-26,west
26180,1740.0,2019-04-27,north
26181,1776.0,2019-04-27,south
26182,1740.0,2019-04-27,east
26183,1620.0,2019-04-27,west
26208,1566.0,2019-04-28,north
26209,1704.0,2019-04-28,south
26210,1578.0,2019-04-28,east
26211,1503.0,2019-04-28,west
26236,1602.0,2019-04-29,north
26237,1791.0,2019-04-29,south
26238,1752.0,2019-04-29,east
26239,1800.0,2019-04-29,west
26264,1719.0,2019-04-30,north
26265,1767.0,2019-04-30,south
26266,1500.0,2019-04-30,east
26267,1623.0,2019-04-30,west
26292,1665.0,2019-05-01,north
26293,1800.0,2019-05-01,south
26294,1731.0,2019-05-01,east
26295,1542.0,2019-05-01,west
26320,1575.0,2019-05-02,north
26321,1548.0,2019-05-02,south
26322,1797.0,2019-05-02,east
26323,1521.0,2019-05-02,west
26348,1560.0,2019-05-03,north
26349,1521.0,2019-05-03,south
26350,1605.0,2019-05-03,east
26351,1740.0,2019-05-03,west
26376,1617.0,2019-05-04,north
26377,1743.0,2019-05-04,south
26378,1629.0,2019-05-04,east
26379,1749.0,2019-05-04,west
26404,1512.0,2019-05-05,north
26405,1746.0,2019-05-05,south
26406,1530.0,2019-05-05,east
26407,1611.0,2019-05-05,west
26432,1569.0,2019-05-06,north
26433,1689.0,2019-05-06,south
26434,1557.0,2019-05-06,east
26435,1560.0,2019-05-06,west
26460,1650.0,2019-05-07,north
26461,1695.0,2019-05-07,south
26462,1620.0,2019-05-07,east
26463,1644.0,2019-05-07,west
26488,1800.0,2019-05-08,north
26489,1515.0,2019-05-08,south
26490,1785.0,2019-05-08,east
26491,1650.0,2019-05-08,west
26516,1797.0,2019-05-09,north
26517,1641.0,2019-05-09,south
26518,1665.0,2019-05-09,east
26519,1767.0,2019-05-09,west
26544,1500.0,2019-05-10,north
26545,1788.0,2019-05-10,south
26546,1725.0,2019-05-10,east
26547,1557.0,2019-05-10,west
26572,1503.0,2019-05-11,north
26573,1518.0,2019-05-11,south
26574,1650.0,2019-05-11,east
26575,1614.0,2019-05-11,west
26600,1743.0,2019-05-12,north
26601,1524.0,2019-05-12,south
26602,1761.0,2019-05-12,east
26603,1743.0,2019-05-12,west
26628,1563.0,2019-05-13,north
26629,1716.0,2019-05-13,south
26630,1560.0,2019-05-13,east
26631,1614.0,2019-05-13,west
26656,1617.0,2019-05-14,north
26657,1761.0,2019-05-14,south
26658,1635.0,2019-05-14,east
26659,1614.0,2019-05-14,west
26684,1509.0,2019-05-15,north
26685,1650.0,2019-05-15,south
26686,1755.0,2019-05-15,east
26687,1569.0,2019-05-15,west
26712,1605.0,2019-05-16,north
26713,1695.0,2019-05-16,south
26714,1662.0,2019-05-16,east
26715,1605.0,2019-05-16,west
26740,1731.0,2019-05-17,north
26741,1590.0,2019-05-17,south
26742,1620.0,2019-05-17,east
26743,1752.0,2019-05-17,west
26768,1533.0,2019-05-18,north
26769,1737.0,2019-05-18,south
26770,1608.0,2019-05-18,east
26771,1662.0,2019-05-18,west
26796,1797.0,2019-05-19,north
26797,1728.0,2019-05-19,south
26798,1686.0,2019-05-19,east
26799,1650.0,2019-05-19,west
26824,1695.0,2019-05-20,north
26825,1752.0,2019-05-20,south
26826,1785.0,2019-05-20,east
26827,1668.0,2019-05-20,west
26852,1515.0,2019-05-21,north
26853,1683.0,2019-05-21,south
26854,1794.0,2019-05-21,east
26855,1533.0,2019-05-21,west
26880,1599.0,2019-05-22,north
26881,1761.0,2019-05-22,south
26882,1761.0,2019-05-22,east
26883,1722.0,2019-05-22,west
26908,1626.0,2019-05-23,north
26909,1668.0,2019-05-23,south
26910,1641.0,2019-05-23,east
26911,1740.0,2019-05-23,west
26936,1650.0,2019-05-24,north
26937,1623.0,2019-05-24,south
26938,1653.0,2019-05-24,east
26939,1773.0,2019-05-24,west
26964,1788.0,2019-05-25,north
26965,1581.0,2019-05-25,south
26966,1677.0,2019-05-25,east
26967,1569.0,2019-05-25,west
26992,1791.0,2019-05-26,north
26993,1617.0,2019-05-26,south
26994,1638.0,2019-05-26,east
26995,1542.0,2019-05-26,west
27020,1590.0,2019-05-27,north
27021,1704.0,2019-05-27,south
27022,1680.0,2019-05-27,east
27023,1527.0,2019-05-27,west
27048,1635.0,2019-05-28,north
27049,1755.0,2019-05-28,south
27050,1560.0,2019-05-28,east
27051,1533.0,2019-05-28,west
27076,1599.0,2019-05-29,north
27077,1677.0,2019-05-29,south
27078,1581.0,2019-05-29,east
27079,1680.0,2019-05-29,west
27104,1692.0,2019-05-30,north
27105,1644.0,2019-05-30,south
27106,1716.0,2019-05-30,east
27107,1761.0,2019-05-30,west
27132,1716.0,2019-05-31,north
27133,1764.0,2019-05-31,south
27134,1677.0,2019-05-31,east
27135,1605.0,2019-05-31,west
27160,1680.0,2019-06-01,north
27161,1695.0,2019-06-01,south
27162,1548.0,2019-06-01,east
27163,1689.0,2019-06-01,west
27188,1755.0,2019-06-02,north
27189,1707.0,2019-06-02,south
27190,1557.0,2019-06-02,east
27191,1644.0,2019-06-02,west
27216,1719.0,2019-06-03,north
27217,1680.0,2019-06-03,south
27218,1581.0,2019-06-03,east
27219,1749.0,2019-06-03,west
27244,1602.0,2019-06-04,north
27245,1704.0,2019-06-04,south
27246,1602.0,2019-06-04,east
27247,1554.0,2019-06-04,west
27272,1632.0,2019-06-05,north
27273,1560.0,2019-06-05,south
27274,1647.0,2019-06-05,east
27275,1560.0,2019-06-05,west
27300,1662.0,2019-06-06,north
27301,1545.0,2019-06-06,south
27302,1614.0,2019-06-06,east
27303,1746.0,2019-06-06,west
27328,1713.0,2019-06-07,north
27329,1668.0,2019-06-07,south
27330,1503.0,2019-06-07,east
27331,1758.0,2019-06-07,west
27356,1656.0,2019-06-08,north
27357,1560.0,2019-06-08,south
27358,1710.0,2019-06-08,east
27359,1677.0,2019-06-08,west
27384,1782.0,2019-06-09,north
27385,1665.0,2019-06-09,south
27386,1782.0,2019-06-09,east
27387,1797.0,2019-06-09,west
27412,1698.0,2019-06-10,north
27413,1689.0,2019-06-10,south
27414,1623.0,2019-06-10,east
27415,1767.0,2019-06-10,west
27440,1638.0,2018-02-06,north
27441,1647.0,2018-02-06,south
27442,1731.0,2018-02-06,east
27443,1557.0,2018-02-06,west
27468,1587.0,2018-02-07,north
27469,1698.0,2018-02-07,south
27470,1542.0,2018-02-07,east
27471,1635.0,2018-02-07,west
27496,1602.0,2018-02-08,north
27497,1536.0,2018-02-08,south
27498,1503.0,2018-02-08,east
27499,1701.0,2018-02-08,west
27524,1758.0,2018-02-09,north
27525,1662.0,2018-02-09,south
27526,1782.0,2018-02-09,east
27527,1515.0,2018-02-09,west
27552,1662.0,2018-02-10,north
27553,1557.0,2018-02-10,south
27554,1650.0,2018-02-10,east
27555,1674.0,2018-02-10,west
27580,1554.0,2018-02-11,north
27581,1587.0,2018-02-11,south
27582,1563.0,2018-02-11,east
27583,1764.0,2018-02-11,west
27608,1758.0,2018-02-12,north
27609,1608.0,2018-02-12,south
27610,1569.0,2018-02-12,east
27611,1653.0,2018-02-12,west
27636,1572.0,2018-02-13,north
27637,1716.0,2018-02-13,south
27638,1773.0,2018-02-13,east
27639,1725.0,2018-02-13,west
27664,1767.0,2018-02-14,north
27665,1710.0,2018-02-14,south
27666,1698.0,2018-02-14,east
27667,1512.0,2018-02-14,west
27692,1746.0,2018-02-15,north
27693,1734.0,2018-02-15,south
27694,1524.0,2018-02-15,east
27695,1614.0,2018-02-15,west
27720,1578.0,2018-02-16,north
27721,1782.0,2018-02-16,south
27722,1527.0,2018-02-16,east
27723,1752.0,2018-02-16,west
27748,1785.0,2018-02-17,north
27749,1689.0,2018-02-17,south
27750,1641.0,2018-02-17,east
27751,1575.0,2018-02-17,west
27776,1644.0,2018-02-18,north
27777,1674.0,2018-02-18,south
27778,1551.0,2018-02-18,east
27779,1737.0,2018-02-18,west
27804,1563.0,2018-02-19,north
27805,1647.0,2018-02-19,south
27806,1605.0,2018-02-19,east
27807,1539.0,2018-02-19,west
27832,1698.0,2018-02-20,north
27833,1575.0,2018-02-20,south
27834,1500.0,2018-02-20,east
27835,1551.0,2018-02-20,west
27860,1737.0,2018-02-21,north
27861,1542.0,2018-02-21,south
27862,1665.0,2018-02-21,east
27863,1548.0,2018-02-21,west
27888,1635.0,2018-02-22,north
27889,1632.0,2018-02-22,south
27890,1668.0,2018-02-22,east
27891,1764.0,2018-02-22,west
27916,1533.0,2018-02-23,north
27917,1563.0,2018-02-23,south
27918,1641.0,2018-02-23,east
27919,1773.0,2018-02-23,west
27944,1629.0,2018-02-24,north
27945,1698.0,2018-02-24,south
27946,1725.0,2018-02-24,east
27947,1722.0,2018-02-24,west
27972,1596.0,2018-02-25,north
27973,1710.0,2018-02-25,south
27974,1635.0,2018-02-25,east
27975,1659.0,2018-02-25,west
28000,1686.0,2018-02-26,north
28001,1533.0,2018-02-26,south
28002,1524.0,2018-02-26,east
28003,1530.0,2018-02-26,west
28028,1665.0,2018-02-27,north
28029,1695.0,2018-02-27,south
28030,1578.0,2018-02-27,east
28031,1620.0,2018-02-27,west
28056,1767.0,2018-02-28,north
28057,1593.0,2018-02-28,south
28058,1743.0,2018-02-28,east
28059,1557.0,2018-02-28,west
28084,1668.0,2018-03-01,north
28085,1782.0,2018-03-01,south
28086,1527.0,2018-03-01,east
28087,1668.0,2018-03-01,west
28112,1635.0,2018-03-02,north
28113,1569.0,2018-03-02,south
28114,1746.0,2018-03-02,east
28115,1773.0,2018-03-02,west
28140,1539.0,2018-03-03,north
28141,1500.0,2018-03-03,south
28142,1569.0,2018-03-03,east
28143,1557.0,2018-03-03,west
28168,1773.0,2018-03-04,north
28169,1644.0,2018-03-04,south
28170,1614.0,2018-03-04,east
28171,1674.0,2018-03-04,west
28196,1533.0,2018-03-05,north
28197,1653.0,2018-03-05,south
28198,1557.0,2018-03-05,east
28199,1746.0,2018-03-05,west
28224,1719.0,2018-03-06,north
28225,1719.0,2018-03-06,south
28226,1659.0,2018-03-06,east
28227,1800.0,2018-03-06,west
28252,1581.0,2018-03-07,north
28253,1602.0,2018-03-07,south
28254,1608.0,2018-03-07,east
28255,1650.0,2018-03-07,west
28280,1611.0,2018-03-08,north
28281,1530.0,2018-03-08,south
28282,1698.0,2018-03-08,east
28283,1668.0,2018-03-08,west
28308,1746.0,2018-03-09,north
28309,1524.0,2018-03-09,south
28310,1506.0,2018-03-09,east
28311,1704.0,2018-03-09,west
28336,1788.0,2018-03-10,north
28337,1719.0,2018-03-10,south
28338,1746.0,2018-03-10,east
28339,1584.0,2018-03-10,west
28364,1692.0,2018-03-11,north
28365,1635.0,2018-03-11,south
28366,1608.0,2018-03-11,east
28367,1590.0,2018-03-11,west
28392,1599.0,2018-03-12,north
28393,1518.0,2018-03-12,south
28394,1602.0,2018-03-12,east
28395,1659.0,2018-03-12,west
28420,1644.0,2018-03-13,north
28421,1611.0,2018-03-13,south
28422,1554.0,2018-03-13,east
28423,1515.0,2018-03-13,west
28448,1515.0,2018-03-14,north
28449,1632.0,2018-03-14,south
28450,1512.0,2018-03-14,east
28451,1776.0,2018-03-14,west
28476,1677.0,2018-03-15,north
28477,1503.0,2018-03-15,south
28478,1605.0,2018-03-15,east
28479,1647.0,2018-03-15,west
28504,1506.0,2018-03-16,north
28505,1737.0,2018-03-16,south
28506,1590.0,2018-03-16,east
28507,1767.0,2018-03-16,west
28532,1593.0,2018-03-17,north
28533,1614.0,2018-03-17,south
28534,1710.0,2018-03-17,east
28535,1662.0,2018-03-17,west
28560,1650.0,2018-03-18,north
28561,1755.0,2018-03-18,south
28562,1698.0,2018-03-18,east
28563,1659.0,2018-03-18,west
28588,1683.0,2018-03-19,north
28589,1509.0,2018-03-19,south
28590,1500.0,2018-03-19,east
28591,1545.0,2018-03-19,west
28616,1647.0,2018-03-20,north
28617,1614.0,2018-03-20,south
28618,1629.0,2018-03-20,east
28619,1677.0,2018-03-20,west
28644,1743.0,2018-03-21,north
28645,1569.0,2018-03-21,south
28646,1593.0,2018-03-21,east
28647,1578.0,2018-03-21,west
28672,1578.0,2018-03-22,north
28673,1581.0,2018-03-22,south
28674,1653.0,2018-03-22,east
28675,1578.0,2018-03-22,west
28700,1761.0,2018-03-23,north
28701,1611.0,2018-03-23,south
28702,1749.0,2018-03-23,east
28703,1764.0,2018-03-23,west
28728,1716.0,2018-03-24,north
28729,1710.0,2018-03-24,south
28730,1800.0,2018-03-24,east
28731,1728.0,2018-03-24,west
28756,1743.0,2018-03-25,north
28757,1764.0,2018-03-25,south
28758,1740.0,2018-03-25,east
28759,1707.0,2018-03-25,west
28784,1509.0,2018-03-26,north
28785,1641.0,2018-03-26,south
28786,1533.0,2018-03-26,east
28787,1752.0,2018-03-26,west
28812,1767.0,2018-03-27,north
28813,1590.0,2018-03-27,south
28814,1533.0,2018-03-27,east
28815,1704.0,2018-03-27,west
28840,1671.0,2018-03-28,north
28841,1527.0,2018-03-28,south
28842,1524.0,2018-03-28,east
